emp_class,gender,department,sub_division,gspecial,jobtitle,rank,servstatus,age,expyears,mstatue,nkids,salary,degree,performance
หัวหน้างาน,เพศชาย,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Chef de Partie,7,ปัจจุบัน,59,15,โสด,1,32191,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Finance & Accounting (Department),Finance,Finance,Assistant General Cashier,7,ปัจจุบัน,44,15,โสด,0,31414,ปริญญาตรี,B
พนักงาน,เพศชาย,Operations (Department),Loss Prevention Control,Loss Prevention Control,Loss Prevention Officer,9,พ้นสภาพ,47,15,โสด,0,17374,,D
พนักงาน,เพศชาย,Operations (Department),Transportation,Transportation,Senior Driver,10,พ้นสภาพ,47,15,โสด,0,18586,,D
พนักงาน,เพศหญิง,Real Estate (Department),Real Estate Tenant Coordinator,Real Estate Tenant Coordinator,Senior Service Staff,9,ปัจจุบัน,40,15,แต่งงาน,1,21630,,C
พนักงาน,เพศหญิง,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Commis I,9,ปัจจุบัน,44,15,โสด,1,23163,,B
พนักงาน,เพศชาย,Finance & Accounting (Department),Finance,Finance,Bill Collector,9,พ้นสภาพ,44,15,โสด,2,19328,,C
หัวหน้างาน,เพศชาย,Operations (Department),Set Up,Set Up,Supervisor - Driver,7,พ้นสภาพ,56,15,โสด,1,22660,ปริญญาตรี,C
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior City Traffic Officer (Impact Area),8,พ้นสภาพ,56,15,โสด,1,18346,ปริญญาตรี,C
ผู้จัดการ,เพศหญิง,Sales and Marketing (Department),Government (Reactive),Government (Reactive),Manager - Sales,5,ปัจจุบัน,39,15,โสด,0,51464,ปริญญาตรี,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Manorah - Kitchen,Manorah - Kitchen,Chef de Partie,8,ปัจจุบัน,59,15,แต่งงาน,1,25397,ปริญญาตรี,D
หัวหน้างาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Fisherman - Kitchen,Hong Kong Fisherman - Kitchen,Sous Chef,6,ปัจจุบัน,43,15,โสด,0,33132,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Sales and Marketing (Department),Corporate & Media (Proactive),Corporate & Media (Proactive),Assistant Manager - Sales,6,ปัจจุบัน,41,15,โสด,0,41733,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Corporate Communications (Department),Corporate adminstrative,Corporate adminstrative,Assistant Manager - Administrative,6,ปัจจุบัน,41,14,โสด,0,34067,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Food & Beverage (Department),Administration,Administration,Supervisor - F&B Admin,7,ปัจจุบัน,40,14,แต่งงาน,0,31708,ปริญญาตรี,B
พนักงาน,เพศชาย,Finance & Accounting (Department),Credit Control,Credit Control,Bill Collector,9,ปัจจุบัน,56,14,โสด,2,20664,,B
พนักงาน,เพศหญิง,Real Estate (Department),Real Estate Tenant Coordinator,Real Estate Tenant Coordinator,Service Staff,10,ปัจจุบัน,52,14,โสด,1,19055,,A
หัวหน้างาน,เพศหญิง,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Chef de Partie,7,ปัจจุบัน,34,14,โสด,2,21418,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Kitchen (Department),Thai Kitchen,Thai Kitchen,Junior Sous Chef,6,พ้นสภาพ,47,14,โสด,0,30000,ปริญญาตรี,C
พนักงาน,เพศชาย,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,พ้นสภาพ,39,14,โสด,0,20352,ปริญญาตรี,D
พนักงาน,เพศชาย,Procurement (Department),Procurement - Food,Procurement - Food,Senior Procurement Officer,8,ปัจจุบัน,33,14,โสด,0,26250,ปริญญาตรี,B
ผู้จัดการ,เพศชาย,Kitchen (Department),Ice Carving,Ice Carving,Ice Carving Chef,5,พ้นสภาพ,52,14,โสด,2,54818,ปริญญาตรี,A
หัวหน้างาน,เพศหญิง,Sales and Marketing (Department),Government (Reactive),Government (Reactive),Assistant Manager - Sales,6,ปัจจุบัน,37,14,โสด,0,37750,ปริญญาตรี,A
พนักงาน,เพศหญิง,Kitchen (Department),Fast Food Kitchen,Fast Food Kitchen,Demi Chef,8,ปัจจุบัน,45,14,โสด,1,22257,ปริญญาตรี,C
พนักงาน,เพศหญิง,Facility Management & IT (Department),Administration (FM),Administration (FM),Senior Officer - Administrative,8,ปัจจุบัน,37,14,โสด,0,20207,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Food & Beverage (Department),F&B-BQ-SEC,F&B-BQ-SEC,Supervisor - Banquet,7,ปัจจุบัน,37,14,โสด,0,28208,ปริญญาตรี,A
พนักงาน,เพศชาย,Management Office (Department),Reception & Operator,Reception & Operator,Driver,10,ปัจจุบัน,47,14,โสด,0,23017,,B
ผู้จัดการ,เพศชาย,Kitchen (Department),Fast Food Kitchen,Fast Food Kitchen,Sous Chef,5,ปัจจุบัน,49,14,โสด,4,40139,ปริญญาตรี,C
พนักงาน,เพศชาย,Finance & Accounting (Department),Operation Cashier,Operation Cashier,Supervisor - Cashier,8,พ้นสภาพ,50,14,หย่า,0,23690,ปริญญาตรี,C
ผู้จัดการ,เพศหญิง,Restaurant Group (Department),Restaurant Group,Restaurant Group,Manager - Area,5,พ้นสภาพ,53,14,โสด,2,70844,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Operations (Department),VRM,VRM,Supervisor - Impact Member Card,7,พ้นสภาพ,35,13,โสด,0,23848,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Operations (Department),Service Operation,Service Operation,Supervisor - VRM,7,ปัจจุบัน,37,13,โสด,0,28088,ปริญญาตรี,A
หัวหน้างาน,เพศหญิง,IMPACT Lake Front (Department),Jackie Seafood - Service,Jackie Seafood - Service,Manager - Restaurant,6,ปัจจุบัน,47,13,โสด,2,44183,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Supervisor - Banquet,7,ปัจจุบัน,35,13,โสด,0,26119,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Finance & Accounting (Department),Credit Control,Credit Control,Credit Controller,6,พ้นสภาพ,52,13,โสด,1,49609,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Operations (Department),Housekeeping,Housekeeping,Chief Building,7,ปัจจุบัน,43,13,โสด,0,30900,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Junior Sous Chef,6,ปัจจุบัน,32,13,แต่งงาน,1,30000,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Operations (Department),Service Operation,Service Operation,Senior Executive - Service Operation,7,พ้นสภาพ,46,13,โสด,0,28634,ปริญญาตรี,D
หัวหน้างาน,เพศชาย,Procurement (Department),Procurement - Non Food,Procurement - Non Food,Procurement Supervisor,7,ปัจจุบัน,41,13,โสด,0,31827,ปริญญาตรี,C
พนักงาน,เพศชาย,Operations (Department),Set Up,Set Up,Senior Set up Officer,8,ปัจจุบัน,35,13,โสด,0,17640,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Project Management (Department),Cost Control,Cost Control,Drawing Control Specialist,7,ปัจจุบัน,40,13,โสด,0,35430,ปริญญาตรี,B
พนักงาน,เพศหญิง,Project Management (Department),Project Management,Project Management,Senior Officer,8,ปัจจุบัน,35,13,โสด,0,18962,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Supervisor - Banquet,7,ปัจจุบัน,38,13,โสด,0,29033,ปริญญาตรี,B
พนักงาน,เพศหญิง,Kitchen (Department),Fast Food Kitchen,Fast Food Kitchen,Commis I,9,ปัจจุบัน,39,13,โสด,2,22912,,C
หัวหน้างาน,เพศหญิง,Food & Beverage (Department),Catering,Catering,Coordinator Executive,7,ปัจจุบัน,37,13,โสด,0,31697,ปริญญาตรี,B
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,ปัจจุบัน,31,7,โสด,0,21045,ปริญญาตรี,D
หัวหน้างาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Cafe - Kitchen,Hong Kong Cafe - Kitchen,Junior Sous Chef,7,ปัจจุบัน,52,13,โสด,0,32550,ปริญญาตรี,B
พนักงาน,เพศชาย,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,ปัจจุบัน,47,13,โสด,0,21053,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Special Project (Department),Special Project,Special Project,Assistant Manager - Special Project,6,ปัจจุบัน,56,13,โสด,0,35280,ปริญญาตรี,B
พนักงาน,เพศหญิง,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Demi Chef,8,พ้นสภาพ,52,13,โสด,0,15000,ปริญญาตรี,B
พนักงาน,เพศชาย,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis I,9,พ้นสภาพ,46,13,โสด,1,12000,,C
หัวหน้างาน,เพศหญิง,Food & Beverage (Department),Administration,Administration,Supervisor - F&B Admin,7,ปัจจุบัน,36,13,โสด,0,31894,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Chinese Restaurant (Kitchen) (Department),Hong Kong Fisherman - Kitchen,Hong Kong Fisherman - Kitchen,Secretary of Chinese Kitchen,7,ปัจจุบัน,38,13,แต่งงาน,0,21945,ปริญญาตรี,B
ผู้จัดการ,เพศหญิง,Finance & Accounting (Department),Costing,Costing,Cost Controller,5,พ้นสภาพ,56,13,โสด,0,72291,ปริญญาตรี,C
พนักงาน,เพศหญิง,Food & Beverage (Department),Administration,Administration,F&B Admin Officer,9,พ้นสภาพ,42,13,โสด,1,22568,,B
หัวหน้างาน,เพศชาย,Exhibition Project (Department),Consumer Team,Consumer Team Center,Graphic Designer,7,พ้นสภาพ,51,13,โสด,0,26250,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Real Estate (Department),Real Estate Leasing,Real Estate Leasing,Senior Leasing Executive,7,ปัจจุบัน,38,13,แต่งงาน,1,34060,ปริญญาตรี,B
ผู้จัดการ,เพศชาย,Restaurant Group (Department),Restaurant Group,Restaurant Group,Chef de Cuisine,4,ปัจจุบัน,59,13,แต่งงาน,2,78001,,C
พนักงาน,เพศหญิง,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Commis I,9,พ้นสภาพ,61,13,โสด,0,12000,,C
